company,title,location,url,source,job_id,first_seen,last_seen,status
Roblox,"Senior Software Engineer, UGC Validation","San Mateo, CA, United States",https://careers.roblox.com/jobs/7997637?gh_jid=7997637,greenhouse,7997637,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, UGC Validation","Vancouver, British Columbia, Canada",https://careers.roblox.com/jobs/7997339?gh_jid=7997339,greenhouse,7997339,2026-06-27,2026-06-27,NEW
Pinterest,"Security Software Engineer II, Corporate Security","San Francisco, CA, US; Remote, US",https://www.pinterestcareers.com/jobs/?gh_jid=7494666,greenhouse,7494666,2026-06-27,2026-06-27,NEW
Pinterest,"Security Software Engineer II, Detection and Response","San Francisco, CA, US; Remote, US",https://www.pinterestcareers.com/jobs/?gh_jid=7770914,greenhouse,7770914,2026-06-27,2026-06-27,NEW
Pinterest,"Security Software Engineer II, Security Operations","Chicago, IL, US; Remote, US",https://www.pinterestcareers.com/jobs/?gh_jid=7816431,greenhouse,7816431,2026-06-27,2026-06-27,NEW
Pinterest,"Software Engineer II, Android","Toronto, ON, CA",https://www.pinterestcareers.com/jobs/?gh_jid=7987854,greenhouse,7987854,2026-06-27,2026-06-27,NEW
Pinterest,"Software Engineer II, Backend","San Francisco, CA, US; Seattle, WA, US",https://www.pinterestcareers.com/jobs/?gh_jid=4813946,greenhouse,4813946,2026-06-27,2026-06-27,NEW
Pinterest,"Software Engineer II, Backend","Toronto, ON, CA",https://www.pinterestcareers.com/jobs/?gh_jid=5132899,greenhouse,5132899,2026-06-27,2026-06-27,NEW
Pinterest,"Software Engineer II, Backend, tvScientific","San Francisco, CA, US; Remote, US",https://www.pinterestcareers.com/jobs/?gh_jid=7782552,greenhouse,7782552,2026-06-27,2026-06-27,NEW
Pinterest,"Software Engineer II, Big Data, tvScientific","San Francisco, CA, US; Remote, US",https://www.pinterestcareers.com/jobs/?gh_jid=7782546,greenhouse,7782546,2026-06-27,2026-06-27,NEW
Pinterest,"Software Engineer II, Full Stack","Toronto, ON, CA",https://www.pinterestcareers.com/jobs/?gh_jid=5459622,greenhouse,5459622,2026-06-27,2026-06-27,NEW
